"Country name","Regional indicator","Ladder score","Standard error of ladder score","upperwhisker","lowerwhisker","Logged GDP per capita","Social support","Healthy life expectancy","Freedom to make life choices","Generosity","Perceptions of corruption","Ladder score in Dystopia","Explained by: Log GDP per capita","Explained by: Social support","Explained by: Healthy life expectancy","Explained by: Freedom to make life choices","Explained by: Generosity","Explained by: Perceptions of corruption","Dystopia + residual"
"Cyprus","Western Europe",6.22349977493286,0.0487286150455475,6.31900787353516,6.12799167633057,10.5760364532471,0.802297353744507,73.8975372314453,0.763027906417847,-0.0149143533781171,0.844177007675171,2.43034291267395,1.37677359580994,0.765314161777496,0.800586581230164,0.463953614234924,0.178244113922119,0.0606898404657841,2.57794547080994
"Estonia","Central and Eastern Europe",6.18879985809326,0.0377712808549404,6.26283168792725,6.11476802825928,10.4811811447144,0.941452860832214,68.7999114990234,0.908712804317474,-0.106193378567696,0.526648819446564,2.43034291267395,1.34363389015198,1.07881760597229,0.64003723859787,0.641227960586548,0.118699207901955,0.263185411691666,2.10323047637939
"Panama","Latin America and Caribbean",6.17959976196289,0.073376476764679,6.32341766357422,6.03578186035156,10.350154876709,0.895877122879028,69.6521072387695,0.871880412101746,-0.166285663843155,0.855687737464905,2.43034291267395,1.29785692691803,0.976140022277832,0.666877090930939,0.596409022808075,0.0794986262917519,0.0533491633832455,2.50944638252258
"Uzbekistan","Commonwealth of Independent States",6.17880010604858,0.0680121034383774,6.31210374832153,6.04549646377563,8.83642101287842,0.9184690117836,65.2553100585938,0.970130980014801,0.31070613861084,0.515089392662048,2.43034291267395,0.769001364707947,1.02703726291656,0.528400242328644,0.715963661670685,0.390659242868423,0.270557135343552,2.47722601890564
"Chile","Latin America and Caribbean",6.17189979553223,0.0461345501244068,6.2623233795166,6.08147621154785,10.0710783004761,0.882291376590729,70.0000228881836,0.741503596305847,-0.0442925505340099,0.830355405807495,2.43034291267395,1.20035552978516,0.9455326795578,0.677834630012512,0.4377621114254,0.159079566597939,0.0695042163133621,2.68179154396057
"Poland","Central and Eastern Europe",6.166100025177,0.0402467474341393,6.2449836730957,6.0872163772583,10.3819808959961,0.898286938667297,69.7016677856445,0.84061723947525,-0.164864704012871,0.735349297523499,2.43034291267395,1.30897605419159,0.981569051742554,0.668437957763672,0.558366894721985,0.0804255753755569,0.130091965198517,2.4382529258728
"Kazakhstan","Commonwealth of Independent States",6.15180015563965,0.046695850789547,6.243323802948,6.0602765083313,10.1547660827637,0.95210862159729,65.1998596191406,0.852517008781433,-0.0694460570812225,0.733080446720123,2.43034291267395,1.22959363460541,1.10282397270203,0.526653826236725,0.572846949100494,0.142670944333076,0.131538867950439,2.445716381073
"Romania","Central and Eastern Europe",6.1399998664856,0.0574543364346027,6.252610206604,6.02738952636719,10.2837314605713,0.831914365291595,67.3552093505859,0.845042109489441,-0.219464272260666,0.938272416591644,2.43034291267395,1.27465057373047,0.832038342952728,0.594536423683167,0.56375128030777,0.0448081195354462,0.000682874000631273,2.82957983016968
"Kuwait","Middle East and North Africa",6.10610008239746,0.0659395232796669,6.23534154891968,5.97685861587524,10.8166961669922,0.842784404754639,66.9000015258789,0.867089629173279,-0.104161076247692,0.736238121986389,2.43034291267395,1.46085321903229,0.8565274477005,0.580199658870697,0.590579450130463,0.12002494931221,0.129525139927864,2.36840987205505
"Serbia","Central and Eastern Europe",6.07789993286133,0.0527929104864597,6.18137407302856,5.97442579269409,9.78662395477295,0.872645556926727,68.6003341674805,0.777561902999878,0.00219295709393919,0.835297763347626,2.43034291267395,1.10097527503967,0.923801600933075,0.633751571178436,0.481639057397842,0.189403891563416,0.0663523524999619,2.68202328681946
"El Salvador","Latin America and Caribbean",6.0605001449585,0.0650395676493645,6.18797779083252,5.93302249908447,9.05385684967041,0.762075841426849,66.4019012451172,0.887565076351166,-0.110262140631676,0.688275456428528,2.43034291267395,0.844967305660248,0.674699127674103,0.564512073993683,0.615494668483734,0.116044990718365,0.160112112760544,3.08462405204773
"Mauritius","Sub-Saharan Africa",6.04899978637695,0.0592052601277828,6.16504192352295,5.93295764923096,10.0081090927124,0.904701709747314,66.7008666992188,0.866921186447144,-0.0541111044585705,0.789038181304932,2.43034291267395,1.17835593223572,0.996020913124084,0.573927938938141,0.59037446975708,0.152674525976181,0.0958532318472862,2.46176743507385
"Latvia","Central and Eastern Europe",6.03200006484985,0.0361321084201336,6.10281896591187,5.96118116378784,10.3147754669189,0.927499413490295,67.1001968383789,0.71455454826355,-0.162011995911598,0.79979395866394,2.43034291267395,1.28549647331238,1.04738187789917,0.586504817008972,0.404969602823257,0.0822865143418312,0.0889940112829208,2.53635239601135
"Colombia","Latin America and Caribbean",6.01240015029907,0.061267726123333,6.13248491287231,5.89231538772583,9.55700016021729,0.846853017807007,68.0013732910156,0.836986660957336,-0.134796440601349,0.840874135494232,2.43034291267395,1.02075123786926,0.865693628787994,0.614887297153473,0.553949117660522,0.100040294229984,0.0627961680293083,2.79432058334351
"Hungary","Central and Eastern Europe",5.99160003662109,0.047495499253273,6.08469104766846,5.89850902557373,10.3582334518433,0.943472027778625,68.0001678466797,0.754925727844238,-0.186177924275398,0.876180529594421,2.43034291267395,1.30067944526672,1.08336651325226,0.614849328994751,0.454094588756561,0.0665221214294434,0.0402804054319859,2.43181562423706
"Thailand","Southeast Asia",5.98470020294189,0.0469108000397682,6.0766453742981,5.89275503158569,9.80467987060547,0.887529015541077,67.4011001586914,0.884037971496582,0.287391394376755,0.895368218421936,2.43034291267395,1.10728347301483,0.95733255147934,0.595981776714325,0.611202716827393,0.375450134277344,0.0280439406633377,2.30939269065857
"Nicaragua","Latin America and Caribbean",5.97209978103638,0.0827853381633759,6.13435888290405,5.8098406791687,8.62026596069336,0.863976001739502,67.6565322875977,0.835817575454712,0.019603606313467,0.663590788841248,2.43034291267395,0.693482935428619,0.904269993305206,0.604026556015015,0.552526533603668,0.200761556625366,0.175854131579399,2.84122157096863
"Japan","East Asia",5.94049978256226,0.0403228513896465,6.01953268051147,5.86146688461304,10.6114339828491,0.883941531181335,75.1004409790039,0.795743882656097,-0.258194416761398,0.63788640499115,2.43034291267395,1.38914048671722,0.949250340461731,0.838471949100494,0.503763496875763,0.0195429120212793,0.192246451973915,2.04807090759277
"Argentina","Latin America and Caribbean",5.92929983139038,0.0564171522855759,6.03987741470337,5.81872224807739,9.96163177490234,0.897523820400238,69.0001525878906,0.828485906124115,-0.181703791022301,0.833956837654114,2.43034291267395,1.16211807727814,0.979849874973297,0.64634382724762,0.543605089187622,0.0694407746195793,0.0672074928879738,2.46072030067444
"Portugal","Western Europe",5.92899990081787,0.0549230352044106,6.03664922714233,5.82135057449341,10.4211978912354,0.879448890686035,72.5995330810547,0.891718566417694,-0.244393438100815,0.887328267097473,2.43034291267395,1.32267737388611,0.939128816127777,0.759706079959869,0.620548784732819,0.0285458359867334,0.0331712178885937,2.22522187232971
"Honduras","Latin America and Caribbean",5.91919994354248,0.0824543833732605,6.080810546875,5.75758934020996,8.64822387695312,0.811923205852509,67.2998733520508,0.857031583786011,0.0809825360774994,0.808754801750183,2.43034291267395,0.703250646591187,0.787000238895416,0.592793643474579,0.578340470790863,0.240801468491554,0.0832794606685638,2.93375778198242
"Croatia","Central and Eastern Europe",5.88170003890991,0.0478345677256584,5.97545576095581,5.78794431686401,10.2172002792358,0.923594117164612,70.7993698120117,0.753675878047943,-0.117680616676807,0.939343214035034,2.43034291267395,1.25140643119812,1.03858363628387,0.703010022640228,0.452573746442795,0.111205630004406,0,2.32495450973511
"Philippines","Southeast Asia",5.88019990921021,0.0519942715764046,5.98210859298706,5.77829122543335,9.07558822631836,0.829926371574402,61.9999542236328,0.916998565196991,-0.0968358516693115,0.74176424741745,2.43034291267395,0.852559626102448,0.827559590339661,0.425873011350632,0.651310324668884,0.124803490936756,0.126000985503197,2.87205815315247
"South Korea","East Asia",5.84549999237061,0.04216044023633,5.92813444137573,5.76286554336548,10.6507129669189,0.799064695835114,73.8998641967773,0.672015309333801,-0.0832347497344017,0.727083742618561,2.43034291267395,1.40286338329315,0.75803130865097,0.800659894943237,0.353206396102905,0.133676022291183,0.135363101959229,2.2616856098175
"Peru","Latin America and Caribbean",5.83960008621216,0.0754878744482994,5.98755645751953,5.69164371490479,9.4583797454834,0.832286238670349,68.2500534057617,0.821962058544159,-0.154102548956871,0.891135454177856,2.43034291267395,0.986296117305756,0.832876086235046,0.622719466686249,0.535666644573212,0.0874461606144905,0.0307432804256678,2.74382996559143
"Bosnia and Herzegovina","Central and Eastern Europe",5.81309986114502,0.0500656850636005,5.9112286567688,5.71497106552124,9.59001541137695,0.87038642168045,68.0984954833984,0.706348478794098,0.112520039081573,0.931212604045868,2.43034291267395,1.03228580951691,0.918712019920349,0.617946147918701,0.394984155893326,0.261374622583389,0.00518509093672037,2.58263111114502
"Moldova","Commonwealth of Independent States",5.76639986038208,0.0457481220364571,5.85606622695923,5.67673349380493,9.45394229888916,0.856774926185608,65.6985931396484,0.822086751461029,-0.0786766037344933,0.918213725090027,2.43034291267395,0.984745800495148,0.888046681880951,0.542361438274384,0.53581839799881,0.13664947450161,0.013474796898663,2.66528272628784
"Ecuador","Latin America and Caribbean",5.76399993896484,0.0567747354507446,5.87527847290039,5.6527214050293,9.31290435791016,0.820514738559723,68.7999420166016,0.842187166213989,-0.123674772679806,0.842504560947418,2.43034291267395,0.93547111749649,0.806356072425842,0.640038192272186,0.560277283191681,0.107295393943787,0.0617564022541046,2.65283465385437
"Kyrgyzstan","Commonwealth of Independent States",5.7435998916626,0.0461686588823795,5.83409023284912,5.65310955047607,8.53847026824951,0.893383324146271,64.4006118774414,0.934531986713409,0.119304277002811,0.907742559909821,2.43034291267395,0.664905846118927,0.970521748065948,0.501481592655182,0.672645568847656,0.26580023765564,0.0201525185257196,2.64811038970947
"Greece","Western Europe",5.72259998321533,0.0460443682968616,5.81284713745117,5.63235282897949,10.2787933349609,0.822767078876495,72.6001510620117,0.581765294075012,-0.288152605295181,0.823148012161255,2.43034291267395,1.2729252576828,0.811430394649506,0.759725511074066,0.243387147784233,0,0.0741005539894104,2.56098437309265
"Bolivia","Latin America and Caribbean",5.71589994430542,0.0527254566550255,5.81924200057983,5.61255788803101,9.04567050933838,0.809597253799438,63.9012184143066,0.874642014503479,-0.0773189291357994,0.839005708694458,2.43034291267395,0.842107236385345,0.781760096549988,0.485753208398819,0.599769413471222,0.137535139918327,0.063987709581852,2.80498814582825
"Mongolia","East Asia",5.67719984054565,0.0421348661184311,5.75978422164917,5.59461545944214,9.40017795562744,0.93517279624939,62.500114440918,0.707625269889832,0.11551421880722,0.856476664543152,2.43034291267395,0.965962052345276,1.06466925144196,0.441625535488129,0.396537810564041,0.263327836990356,0.0528460443019867,2.49224996566772
"Paraguay","Latin America and Caribbean",5.65259981155396,0.0916098803281784,5.83215522766113,5.47304439544678,9.44814395904541,0.893345177173615,65.9000015258789,0.876437842845917,0.0281128380447626,0.881679952144623,2.43034291267395,0.982720017433167,0.970435798168182,0.548704743385315,0.601954638957977,0.206312462687492,0.0367732867598534,2.30572462081909
"Montenegro","Central and Eastern Europe",5.58050012588501,0.0537448450922966,5.68584012985229,5.47516012191772,9.93997478485107,0.858231723308563,68.6992416381836,0.707899749279022,-0.0342153050005436,0.812286615371704,2.43034291267395,1.15455174446106,0.891328692436218,0.636866629123688,0.39687180519104,0.165653347969055,0.0810271352529526,2.25420308113098
"Dominican Republic","Latin America and Caribbean",5.54510021209717,0.0713193565607071,5.68488597869873,5.40531444549561,9.8023624420166,0.852888762950897,66.1019744873047,0.859553456306458,-0.133285880088806,0.714171528816223,2.43034291267395,1.10647392272949,0.879291534423828,0.555065870285034,0.581409156322479,0.101025693118572,0.143597543239594,2.17819690704346
"North Cyprus","Western Europe",5.53550004959106,0.0510372407734394,5.63553285598755,5.43546724319458,10.5760364532471,0.820356607437134,73.8975372314453,0.795293509960175,0.0121337501332164,0.626115679740906,2.43034291267395,1.37677359580994,0.805999875068665,0.800586581230164,0.503215491771698,0.195888668298721,0.199752941727638,1.65333247184753
"Belarus","Commonwealth of Independent States",5.53350019454956,0.0465241260826588,5.62468767166138,5.44231271743774,9.85322666168213,0.909642219543457,66.2530059814453,0.649643540382385,-0.180324003100395,0.626687824726105,2.43034291267395,1.12424433231354,1.00715136528015,0.559822618961334,0.325983673334122,0.0703408643603325,0.199388071894646,2.24656581878662
"Russia","Commonwealth of Independent States",5.47720003128052,0.0327008925378323,5.54129362106323,5.4131064414978,10.18874168396,0.902866184711456,64.7029113769531,0.71805077791214,-0.111447520554066,0.844619274139404,2.43034291267395,1.24146378040314,0.991885662078857,0.511002480983734,0.409223914146423,0.115271724760532,0.0604077987372875,2.1478955745697
"Hong Kong S.A.R. of China","East Asia",5.47669982910156,0.049117099493742,5.57296943664551,5.38043022155762,11.0003128051758,0.835781097412109,76.8200912475586,0.716807961463928,0.0673442482948303,0.402650445699692,2.43034291267395,1.52500367164612,0.840749680995941,0.892632246017456,0.407711625099182,0.231904670596123,0.342262208461761,1.23639345169067
"Tajikistan","Commonwealth of Independent States",5.46619987487793,0.0338060036301613,5.53245973587036,5.3999400138855,8.09077167510986,0.859710097312927,64.2805404663086,0.832002460956573,-0.0557714179158211,0.552646696567535,2.43034291267395,0.508492708206177,0.894659340381622,0.497699946165085,0.547884166240692,0.151591449975967,0.246605917811394,2.61928582191467
"Vietnam","Southeast Asia",5.41079998016357,0.0392947196960449,5.48781776428223,5.33378219604492,8.97315692901611,0.849987149238586,68.0341339111328,0.939592957496643,-0.0976143330335617,0.796421229839325,2.43034291267395,0.816773056983948,0.872754514217377,0.61591911315918,0.678803861141205,0.12429565936327,0.0911448821425438,2.21114611625671
"Libya","Middle East and North Africa",5.41029977798462,0.0755229815840721,5.55832481384277,5.26227474212646,9.62229347229004,0.826972544193268,62.2999992370605,0.77107161283493,-0.0866379514336586,0.666607022285461,2.43034291267395,1.04356288909912,0.820904910564423,0.435322910547256,0.473741471767426,0.131455987691879,0.173930615186691,2.33134484291077
"Malaysia","Southeast Asia",5.38430023193359,0.0488026961684227,5.47995328903198,5.28864717483521,10.2381572723389,0.816509425640106,67.1021575927734,0.89462685585022,0.125295832753181,0.83930230140686,2.43034291267395,1.25872814655304,0.797332525253296,0.586566567420959,0.624087631702423,0.269708782434464,0.0637985616922379,1.78412532806396
